window,By,country,contact_email,contact_employer,patent_info,implementation,intellectual_property_type,keywords,market_prospect,cooperation_type,contact_person,contact_organization,contact_organization_type,description,published,region,secondary_field,technology_readiness_level,contact_phone,sector,title,meta_base_url,meta_organization,meta_category,meta_collected_date
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,water,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"This technology strengthens metabolism of livestock and purify poisonous ingredient through the supply and manufacture contained of the germanium feedstuff. After freezing, dry and process the blood of raised livestock by germanium feedstuff in included natural minerals. And make health foods that contain a lot of minerals.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Germanium-containing organic health food manufacturing methods. Germanium using a water purification device”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,agricultural biotechnologies,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"Method of Detoxificated Sulfur & liquified Technology of Detoxificated Sulfur with Effective Microorganism, the Technology of applying the composites of Agricultures, Fisfery products and Livestock.",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,A liquified making method of eliminated Sulfur with E.M. and thereof liquified Sulfur”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,biotechnology,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"A makes a technology by compound eco-friendly agricultural instrument through the mistura of new extract, antibacterial and insecticide vitality excellent microorganism. Make up for the weakness of an insufficient existing technology, through the pharmacy technology of microorganism and extract (extract and antibacterial oil) mistura. Active ingredient effect is kept stably and doubles by a medical mixture that add special adjuvant for effect promotion. Main application target : Main disease and insect pest of green vegetable/fruiting vegetables, Damage from disease (Blight, powder mildew, anthracnose, gray mold rot etc.), Damage from insects (swarm of aphides, acarine, kinds of moth, mulberry thrips etc.)",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,1) Acaricide using plant extract and method thereof 2) Biological germicide for preventing fruit vegetable disease”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,agricultural chemical,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"By using fish-skin that occurrence during processing fishes, it can substituted for high priced sources of protein the fish meal. Through efficient recycling the by-products of fisheries, So that can secure source of protein economically and stably provides the functional feedstuff additives and functional feedstuff. Also, fish-skin unlike fish meal, contained a lot of collagen and caused by the increase of growth’s promotes and strengthen the immunity of fish, can be improvement the productivity of farmed fish.",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,Development functional feed additive including high volume of collagen and protein from fish skin”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,salt,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"For all generally salt intake, it increases blood pressure but our functional salt(containing chitosan) has antihypertensive function in the world uniquely. In 2009, our developed the chitosan salt selected by the support program of South Korea Food-safety department. Also, Clinical trial results, our chitosan salt has proven to be lowers the blood pressure of hypertensive patients. And the salt can be used for manufacture of all foods or cooking of food, our functional salt(containing chitosan) would be a healthy food for everyone. After a successful phase III clinical trial in Europe(in clinical institutions in france), it is in progress on Health food's Registration by  authorized European governments.",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,Method for producing a chitosan containing salt having a function of lowering blood pressure”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,high-end equipment,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"The present invention is about agricultural water sluice opening and closing control device relates, More particularly, it connected to horizontal type winch efficiently by using fixed shaft method which is connected to the sluice. And installing the acoustic tube close to the sluice, it made a detect whether open or not open. In addition,  after detecting the water level through the distance sensor, control the automatically agricultural water sluice system.",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,Apparatus for controlling open and close sluice”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,high-end equipment,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"- Crop damage prevention facilities by birds  
- Airport bird strike (Bird-Strike) prevention  
- Building and marine structures damage prevention caused by bird secretions
As a component of bird damage prevention facilities, by giving electric shocks to toxic birds, it prevent approach of birds.(femoral insulated sheet and bird fighting tools)
-Wireless CCTV: medium, short-range wireless communication technology, real-time monitoring of barns and agricultural environment",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,"Fruits birds damage and airport Bird-Strike prevention system , Wireless CCTV : Wireless monitoring system of CDMA method”",,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,electromechanic,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"- cut the branches easily by using portable power battery.
This applies to apples, pears, peaches, plums, grapes, etc. can be applied in all orchards.
- ease of agricultural work by the use of equipment 
- Biochemical of agricultural work : 1.5 to 2 times the force of Farmers 
- savings: 25-50%- Fatigue of the electric furnace operation 
-cell lithium battery market by expanding the existing national competitiveness",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,Portable electric secateurs”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,electrical power,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"? Development of the driving module for EMS   
-Drive module with heat recovery capabilities (for heating in winter utilization)   
-20kW-class way Double Rotor Motor (lighter, high-power module development).
-Built-in motor-differential development (through the development of low speed high torque motor reduction gear deletion) 
? Front, rear-wheel drive module is installed EMS(4-Wheel drive) drivetrain Optimized power distribution over   
- Power distribution technology (departure, acceleration, rotation, deceleration, starts at) the optimal power distribution 
? EMS platform, which features a dedicated electric vehicle production and vehicle performance validation through implementation   
-developed EMS driving module and applied in Mg, lightweighted EV only vehicle platform development",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Technolgy of Electric Vehicle Platform Using Energy Manangement System (EMS)”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Bioreactor: The bioreactor for processing solid and/or high-viscosity mass with a dry matter content of 25 - 40%, includes a vertical reactor tank, inner wall surfaces and ceiling inside the reactor tank, and a vertical cylindrical water heat exchanger. A screw conveyor is arranged inside the heat exchanger for conveying the mass upwardly and/or downwardly into and out of the heat exchanger. A low point of the screw conveyor is located in vicinity of the low point of the heat exchanger. The heat transfer is particularly efficient, because the whole mass is effectively conveyed through the heat exchanger. When necessary, also a high degree of mass circulation is obtained in the reactor. With respect to the location of the instrumentation conduits, the bioreactor is technically advantageous, because there is provided ample installation space for them. the invention can be applied in pharma and biochemistry research institutes and industry.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,BIOREACTOR,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,electrical power,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"Please give a brieA hybrid system based on wind power generation system
- Diesel and wind hybrid generator control system
- Diesel, wind and solar hybrid generation system
- Diesel, wind, solar, dump load, load monitoring and control devices
Our technology is a system that can lower development dependence by diesel generators, and take advantage of new refreshing green energy in area that electric power is not supplied from grid network to island, mountains, remote island, interior.
f description of your product or service.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Wind Based Hybrid Generation System”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,greenhouse,,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"Regardless of weather's change an automatic regulation technology through collection of temperature and humidity status information of greenhouse (by remote collection and control of information are possible,(is possible to driving through according to the time/number/conditions)",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,Remote collect/control of temperature/humidity data in vinyl-house”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,United States,cpp@chinatis.com,CITTC,,,Not Provided,"tumor, biological science, cancer, treatment",,Other Mode,Caopanpan,"Purdue University, Global Business Engagement",Overseas Company/Agency,Innovative cancer tumor treatment implantable device,2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Implantable Micro Oxygen Generator,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,United States,cpp@chinatis.com,CITTC,,,Not Provided,"stimulating muscle regeneration, mecical care, medical care, cardio and cerebrovascular, treatment",,Other Mode,Caopanpan,"Purdue University, Global Business Engagement",Overseas Company/Agency,Synthetic peptidoglycan functions as collagenous tissue or tissue construct,2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Glytrix Inc.,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,United States,cpp@chinatis.com,CITTC,,,Not Provided,"green, plant, bioengineering, agricultural biotechnologies, fuel",,Other Mode,Caopanpan,"Purdue University, Global Business Engagement",Overseas Company/Agency,"Algaeon, a Purdue-related comapny, has developed a breakthrough patent-pending industrial scale microalgae cultivation technology to produce high-vlaueproducts for the food, feed, fuel and specialty cehnicals markets worldwide.",2014.11.01,,Bio-agriculture,Not Available,+86 10 82696139-812,Agriculture,Algaeon,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,"clinical, material, biochemical, medical care, health",,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"MEDON has power design surgical operation, laser source/optical science applied techniques/laser cooling systems techniques by medical instrument manufacturing technology(KGMP, 13485 ISO, CE). And we have a technology  for functional cosmetic production in using stem cells in connection with the inorganic cell processing, third dimension cell processing, cryopreservation and a lyophilization technologies etc. Also, already the technologies are certified in the South Korea and American FDA. And we are secure of laser device manufacturing engineering for treats skin ailment and ""Cohesive Gel"" material synthesis using an insertion of breast to next generation.",2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Functional cosmetic manufacturing technology using stem cells”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,"communication, multimedia, lte, video copression, equalizer circuits",,Other Mode,Caopanpan,Zeta Plan Investment,Overseas Company/Agency,"T1 systems Co., Ltd has fundamental technologies to controllable the Multi-screen, LED and LCD, DID and AMOLED for display's material. Also, T1 systems has technology that be able to control and manufacture of optimum digital image system for the space production based on fundamental technologies too. A technology of this T1systems consists of a Multi Sync Player technology, an Interactive embodiment technology, a H/W Interface control technology, a CMS integral management technology. So that T1system’s   technology can be called multi image systems techniques that make it possible to interlink monitor for 255 to 1 PC by using Zoom, Real, Freeze function, and can produce various contents freely.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Manufacture technologies of high-tech media display system and a contents to make realization the imagination”,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,"digital, media, lcd, led",,Other Mode,Caopanpan,T1Systerms,Overseas Company/Agency,"T1 systems Co., Ltd has fundamental technologies to controllable the Multi-screen, LED and LCD, DID and AMOLED for display's material. Also, T1 systems has technology that be able to control and manufacture of optimum digital image system for the space production based on fundamental technologies too. A technology of this T1systems consists of a Multi Sync Player technology, an Interactive embodiment technology, a H/W Interface control technology, a CMS integral management technology. So that T1 system's   technology can be called multi image systems techniques that make it possible to interlink monitor for 255 to 1 PC by using Zoom, Real, Freeze function, and can produce various contents freely.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Manufacture technologies of high-tech media display system and a contents to make realization the imagination,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,"stem cell, medical instrument, laser source, optical science applied, laser cooling",,Other Mode,Caopanpan,"MEDON Co., Ltd",Overseas Company/Agency,,2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Functional cosmetic manufacturing technology using stem cells,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,"Korea, South",cpp@chinatis.com,CITTC,,,Not Provided,"stem cell, medical instrument, laser source, optical science applied, laser cooling",,Other Mode,Caopanpan,"MEDON Co., Ltd",Overseas Company/Agency,"MEDON has power design surgical operation, laser source/optical science applied techniques/laser cooling systems techniques by medical instrument manufacturing technology(KGMP, 13485 ISO, CE). And we have a technology  for functional cosmetic production in using stem cells in connection with the inorganic cell processing, third dimension cell processing, cryopreservation and a lyophilization technologies etc. Also, already the technologies are certified in the South Korea and American FDA. And we are secure of laser device manufacturing engineering for treats skin ailment and ""Cohesive Gel"" material synthesis using an insertion of breast to next generation.",2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Functional cosmetic manufacturing technology using stem cells,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Method and Apparatus for Contact Drying of Rotary-Peeled or Cut Wood Veneers.  The invention allows: (1)drying each sheet of veneer in a different way; (2) dividing consistent veneers or sheet of veneers into sections for which a positional drying model can be applied. Moreover, the coarse-meshed lower surface caused by the cutting checks during rotary peeling can be made denser. This helps in influencing the features of rolling shear strength in direction of veneer’s surface. The tendency to form peeling cracks can be reduced, and the changes in the volume of the veneer during drying can be minimized. The durability of the dried veneer can be improved.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,METHOD AND APPARATUS FOR CONTACT DRYING OF ROTARY-PEELED OR CUT WOOD VENEERS,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Slovenia,cpp@chinatis.com,CITTC,,,Not Provided,"it, e-commerce",,Other Mode,Caopanpan,FMC Group,Overseas Company/Agency,,2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,FMC E-commerce Store,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Slovenia,cpp@chinatis.com,CITTC,,,Not Provided,"real estate, legal",,Other Mode,Caopanpan,Vladimir Bilic Law Office Ltd.,Overseas Company/Agency,,2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,"legal representation, legal advice and other legal services",,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Slovenia,cpp@chinatis.com,CITTC,,,Not Provided,"real estate, amusement park, ecological",,Other Mode,Caopanpan,SiPark,Overseas Company/Agency,,2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Special Amusement Park,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Hungary,cpp@chinatis.com,CITTC,,,Not Provided,"energy, engineering, geothermal, device, electrical power",,Other Mode,Caopanpan,SKC-Consulting Ltd.,Overseas Company/Agency,"Patented geothermal technique: Tube-in-tube design, which enables to extract and press back the hot water in one hole.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Geothermal technology (patented),,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Hungary,cpp@chinatis.com,CITTC,,,Not Provided,"equipment, purifier, oil, chemical, waste",,Other Mode,Caopanpan,SKC-Consulting Ltd.,Overseas Company/Agency,"Oil-Dragon: industrial waste-water treatment system, enabling to treat hundreds of times the waste-water in a closed system.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Oil - Dragon (waste water treatment),,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Hungary,cpp@chinatis.com,CITTC,,,Not Provided,"system, machine, high-end equipment",,Other Mode,Caopanpan,SKC-Consulting Ltd.,Overseas Company/Agency,Oil from communal waste. Technology producing oil and gas from communal waste.,2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,Oil from communal waste,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Austria,cpp@chinatis.com,CITTC,,,Not Provided,"energy, system, electric, conversion",,Other Mode,Caopanpan,AIT Austrian Institute of Technology,Overseas Company/Agency,"1. Smart Grids (Intelligent Transmission & Distribution Networks) 
1) development of network management concepts 
2) Interaction between system and components 
3) Power system components: method development for design, validation and diagnosis 
2. Electric Energy Conversion/Photovoltaics 
1) Advanced experimental investigation, characterisation and modelling of thin film photovoltaic modules and new PV technologies （concentrator PV) ?
2) Simulation of system output and life-cycle testing, integration of PV into other infrastructure (buildings, automotive, etc.) 
3) thin-film cell technology",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Electric Energy Infrastructure,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Austria,cpp@chinatis.com,CITTC,,,Not Provided,"energy, system, enviroment, built",,Other Mode,Caopanpan,AIT Austrian Institute of Technology,Overseas Company/Agency,"1) Development of energy planning and management concepts for urban areas. 
2) Interaction between energy performance characteristics (urban morphology, end use mixes, building energy performance, ....) and thermal and electric grids 
3) Development of community energy management concepts (load management, energy storage concepts…) 
2. Energy in Building 
1) Development of new design concepts (form, envelope characteristics, thermal mass storage..) 
2) Integration of energy efficient and renewable energy supply systems (compression and absorption heat pumps, solar thermal systems, solar cooling,…) 
3) Energy management and control strategies (weather, energy prices, load management with real time simulation, …) 
3. Renewable Technologies Energy 
1) Heat and mass transfer devices (new heat and mass exchanger concepts for absorption and compression heat pumps – microchannel flows, icing)  
2)Solar PV/ thermal components (collector physics for modeling and virtual prototyping, mid-temperature collectors)",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Energy for the Built Environment,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Enzymatically catalyzed hybrid electrochemical cell. This invention comprises a metal-based anode with an anode current collector and an anode paste; a cathode with a cathode current collector and a cathode paste or ink including enzyme catalyst; and a separator layer between said anode and cathode. This cell has a high open-circuit voltage and higher power/current density compared to those of the known electrochemical cells utilizing enzyme catalyst. It has simple structure with no toxic or harmful materials and can be disposed easily with normal household waste. It can be easily prepared by the known printing and coating methods, like screen printing technique, with low cost at industrial scale.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,ENZYMATICALLY CATALYZED HYBRID ELECTROCHEMICAL CELL,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, wall, material, green building",,Other Mode,Caopanpan,"ASCAMM, tech center",Overseas Company/Agency,"New concrete composition which allows 5 times more resistance than usual cnocrete; thnaks to the reduction ofcost and weight, it allows some new applications to industrialize building construction.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,UhPC: Ultra-ligh-strength concrete reinforced with steel fibers,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, wall, material, green building",,Other Mode,Caopanpan,"ASCAMM, tech center",Overseas Company/Agency,"New concrete composition which allows 5 times more resistance than usual cnocrete; thnaks to the reduction ofcost and weight, it allows some new applications to industrialize building construction.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,UhPC: Ultra-ligh-strength concrete reinforced with steel fibers,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, wall, material, green building",,Other Mode,Caopanpan,"ASCAMM, tech center",Overseas Company/Agency,"New concrete composition which allows 5 times more resistance than usual cnocrete; thnaks to the reduction ofcost and weight, it allows some new applications to industrialize building construction.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,UhPC: Ultra-ligh-strength concrete reinforced with steel fibers,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, wall, material, green building",,Other Mode,Caopanpan,"ASCAMM, tech center",Overseas Company/Agency,"New concrete composition which allows 5 times more resistance than usual cnocrete; thnaks to the reduction ofcost and weight, it allows some new applications to industrialize building construction.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,UhPC: Ultra-ligh-strength concrete reinforced with steel fibers,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, wall, material, green building",,Other Mode,Caopanpan,"ASCAMM, tech center",Overseas Company/Agency,"New concrete composition which allows 5 times more resistance than usual cnocrete; thnaks to the reduction ofcost and weight, it allows some new applications to industrialize building construction.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,UhPC: Ultra-ligh-strength concrete reinforced with steel fibers,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, energy, green building",,Other Mode,Caopanpan,CIMNE,Overseas Company/Agency,"Inergy is a CIMNE start-up which delivers advanced energy services. Inergy blends together CIMNE expertise in numerical methods with the auditing and consulting experience in green building of RSM Gassó. Our mission is to improve the energy management of large parks of facilities offering the Energy manager service or providing tools, training and ongoing support for energy managers. In addition to our consulting expertise, CIMNE has extensive  knowledge in integrating numerical simulation with decision support systems and other scientifically advanced methodologies to promote energy saving in buildings.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,Inergy,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"healthcare, diagnosis, platform",,Other Mode,Caopanpan,CIMNE,Overseas Company/Agency,"CIMNE works towards building a more efficient healthcare environment by developing professional platforms that integrate medical data management applications with medical intelligence technologies. Our Healthcare Department strives to introduce innovative technologies in the medical decision making process, with the ultimate mission of increasing the accuracy of the therapeutic practice in a number its stages: diagnosis,prevention, prognosis and surgical planning.Advanced engineering tools such as numerical simulations, wireless sensor network technologies, or artificial intelligence are coupled together to deliver applications in therapeutic areas such as neurology, cardiology, urology and orthopedics (prothesis computer-aided design).",2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,A more efficient healthcare environment by developing professional platforms,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"software, metal forming",,Other Mode,Caopanpan,CIMNE,Overseas Company/Agency,"The Stampack Tryout Solution is advanced, multipurpose and multistage simulation software for
different metal forming industries into single software suite. Is the first and only software that allows
the best solution techniques for common and special metal forming processes. Several forming
process can be validated and checked, starting from a flat or shaped blank or a tube or a profile and
reproducing the different forming stages, including forming, ironing, cutting, flanging, stretching,
rolling, as well as spring-back or spring-forward for tooling compensation.",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,Stampack Tryout Solution,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"software, system",,Other Mode,Caopanpan,CIMNE,Overseas Company/Agency,"VULCAN is a software tool developed in cooperation with CIMNE and Quantech. It can be considered as a good reference state of the art systems for foundry simulation. This software has a mold filling model based on the solution by the finite element method the complete equations of Navier-Stokes transient thermal effects coupled with free surface and movement in three dimensions. This module allows to predict the evolution and behavior of the liquid metal into the mold during filling, as well as temperature, pressure, speed, etc.",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,VULCAN,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Spain,cpp@chinatis.com,CITTC,,,Not Provided,"system, composite material",,Other Mode,Caopanpan,CIMNE,Overseas Company/Agency,"COMPACK system is a tool conceived to perform virtual testing of composite structural parts aiming
to evaluate durability and/or damage detection and its evolution: post-critical behavior, damage
propagation, delamination analysis, impact analysis, etc. COMPACK system is the result of putting
together all the expertise on composite materials, especially FRP (Fiber Reinforced Plastics), gained
by Quantech and CIMNE during last 15 years. COMPACK system employs an advanced material
model for laminated composites based on the material model of the components (matrix and fibre).",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,COMPACK system,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Electrochemical Cleaning Technique.  The heat exchanger plates are placed in a warm (e.g.60℃) sulfuric and citric acid solution. Each plate is located into the cleaning unit so that they are not in contact with each other. Every other plate is connected as anode and every other as cathode, respectively. A pulsed power is connected between anodes and cathodes, so that the various electrodes will alternately be as an anode and a cathode. The method is based on the fact that the electric potential of the cleaned surface varies as a pulse between the anode and cathode. The process takes up to tens of minutes. The plates are cleaned completely without increasing roughness. Multi-precipitations can be cleaned. Metals can be passivated during the final stage. the invention can be used in paper industry, chemical industry and machine industry,etc.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,ELECTROCHEMICAL CLEANING TECHNIQUE,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,China,cpp@chinatis.com,CITTC,,,Not Provided,digital city,,Other Mode,Caopanpan,Shijingshan District of  Beijing  Productivity Center,Overseas Company/Agency,"1. In addition to regular fire alarm systems, a graphically-presented 3-D real-time firefighting information system is established. The firefighting information system could provide 3-D real-time images and advices of suitable firefighting strategies. 
2. Architecture 3-D images synthesized by the firefighting information system can be used for emulation the fire scene and training: 
- Let the firefighters familiarize the possible scenarios; 
- Grade the firefighters by judging their tactics and performance; 
- Used together with GIS (Geographic information system), a “sand table” with better coverage can be established. Besides the application in firefighting, it may be useful in urban planning and other public safety sectors. Possible scenarios include earthquake, flooding, traffic accidents, terrorism attacks, riots, and other major disastrous events. This system could help provide additional information for making sensible decisions. 
3. Based on the personalized 3-D model, some disastrous events, e.g. fire, earthquake, and terror attack, could be synthesized, which enables the residents or users of the building to fully grasp the structure of the building, both interior and exterior, and to prepare the mindset for safety and escape paths. Besides the training missions, the system could evaluate and grade the performance of each individual, so as to deepen the understanding.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,"Software of firefighting information and emulation training system, and personalized game-like escape training system",,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,China,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Shijingshan District of  Beijing  Productivity Center,Overseas Company/Agency,"Utilizing the relationship between specific materials and frequency-dependent microwave energy absorption, this portable detection device measures the wideband microwave beam transmitted through the DUT (device under test). The obtained DUT spectrum information is to be compared with that of a standard sample of certain material, such that the DUT is characterized and qualified. This device applies the free-space object measurement technique, and is attached to the mobile phones so as to use functionalities on them, such as display, computation, and mobile broadband connection. All the properties mentioned above would make this device very useful and attractive. Possible applications include testing genuineness of valuables such as jewellery, and detecting toxics. 
This detection device looks similar to a Vernier scale (Vernier caliper). The device smart antenna consists of frequency-varying transmission and reception; the smart phone will process the down-converted signal received, make judgments, and display the result. The background web-based database platform is used to register and authenticate users, respond to inquiries by SMS or MMS, assist users with technical issues, store the baseline (standard sample) data, and establish an information sharing platform for the consumers; with more developments this platform could also have diversified services.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,A mobile-phone-based portable measurement and detection device and its networking solutions,,CITTC,offer,11/09/2017 19:01:59
